"","tt.epoch"
"1","low"
"2","low"
"3","low"
"4","low"
"5","low"
"6","low"
"7","low"
"8","increasing"
"9","increasing"
"10","increasing"
"11","increasing"
"12","increasing"
"13","high"
"14","decreasing"
"15","decreasing"
"16","decreasing"
"17","decreasing"
"18","decreasing"
"19","decreasing"
"20","decreasing"
"21","decreasing"
"22","decreasing"
"23","decreasing"
"24","decreasing"
"25","low"
"26","low"
"27","low"
"28","low"
"29","low"
"30","low"
"31","low"
"32","low"
"33","low"
"34","low"
"35","low"
"36","increasing"
"37","increasing"
"38","increasing"
"39","increasing"
"40","increasing"
"41","increasing"
"42","increasing"
"43","increasing"
"44","increasing"
"45","increasing"
"46","increasing"
"47","increasing"
"48","increasing"
"49","increasing"
"50","high"
"51","decreasing"
"52","decreasing"
"53","decreasing"
"54","decreasing"
"55","decreasing"
"56","decreasing"
"57","decreasing"
"58","decreasing"
"59","decreasing"
"60","decreasing"
"61","decreasing"
"62","decreasing"
"63","decreasing"
"64","decreasing"
"65","low"
"66","low"
"67","low"
"68","low"
"69","low"
"70","low"
"71","low"
"72","low"
"73","low"
"74","increasing"
"75","increasing"
"76","increasing"
"77","increasing"
"78","increasing"
"79","increasing"
"80","increasing"
"81","increasing"
"82","high"
"83","decreasing"
"84","decreasing"
"85","decreasing"
"86","decreasing"
"87","decreasing"
"88","decreasing"
"89","decreasing"
"90","decreasing"
"91","low"
"92","low"
"93","low"
"94","low"
"95","low"
"96","low"
"97","low"
"98","low"
"99","low"
"100","increasing"
"101","increasing"
"102","increasing"
"103","increasing"
"104","increasing"
"105","increasing"
"106","increasing"
"107","increasing"
"108","increasing"
"109","increasing"
"110","increasing"
"111","increasing"
"112","increasing"
"113","high"
"114","decreasing"
"115","decreasing"
"116","decreasing"
"117","decreasing"
"118","decreasing"
"119","decreasing"
"120","decreasing"
"121","decreasing"
"122","decreasing"
"123","low"
"124","low"
"125","low"
"126","low"
"127","low"
"128","low"
"129","low"
"130","increasing"
"131","increasing"
"132","increasing"
"133","increasing"
"134","increasing"
"135","high"
"136","decreasing"
"137","decreasing"
"138","decreasing"
"139","decreasing"
"140","decreasing"
"141","decreasing"
"142","decreasing"
"143","decreasing"
"144","decreasing"
"145","low"
"146","low"
"147","low"
"148","low"
"149","low"
"150","low"
"151","low"
"152","low"
"153","low"
"154","low"
"155","low"
"156","low"
"157","low"
"158","increasing"
"159","increasing"
"160","increasing"
"161","increasing"
"162","increasing"
"163","increasing"
"164","increasing"
"165","increasing"
"166","increasing"
"167","increasing"
"168","high"
"169","decreasing"
"170","decreasing"
"171","decreasing"
"172","decreasing"
"173","decreasing"
"174","decreasing"
"175","decreasing"
"176","decreasing"
"177","decreasing"
"178","decreasing"
"179","decreasing"
"180","low"
"181","low"
"182","low"
"183","low"
"184","low"
"185","low"
"186","increasing"
"187","increasing"
"188","increasing"
"189","increasing"
"190","increasing"
"191","increasing"
"192","increasing"
"193","increasing"
"194","increasing"
"195","increasing"
"196","increasing"
"197","increasing"
"198","increasing"
"199","high"
"200","decreasing"
"201","decreasing"
"202","decreasing"
"203","decreasing"
"204","decreasing"
"205","decreasing"
"206","decreasing"
"207","low"
"208","low"
"209","low"
"210","low"
"211","low"
"212","low"
"213","low"
"214","low"
"215","low"
"216","low"
"217","low"
"218","low"
"219","low"
"220","low"
"221","increasing"
"222","increasing"
"223","increasing"
"224","increasing"
"225","increasing"
"226","increasing"
"227","increasing"
"228","increasing"
"229","increasing"
"230","increasing"
"231","increasing"
"232","increasing"
"233","increasing"
"234","increasing"
"235","increasing"
"236","high"
"237","decreasing"
"238","decreasing"
"239","decreasing"
"240","decreasing"
"241","decreasing"
"242","low"
"243","low"
"244","low"
"245","low"
"246","low"
"247","low"
"248","low"
"249","low"
"250","low"
"251","increasing"
"252","increasing"
"253","increasing"
"254","increasing"
"255","increasing"
"256","increasing"
"257","increasing"
"258","increasing"
"259","increasing"
"260","increasing"
"261","increasing"
"262","increasing"
"263","increasing"
"264","increasing"
"265","increasing"
"266","high"
"267","decreasing"
"268","decreasing"
"269","decreasing"
"270","decreasing"
"271","decreasing"
"272","decreasing"
"273","decreasing"
"274","decreasing"
"275","decreasing"
"276","decreasing"
"277","decreasing"
"278","decreasing"
"279","decreasing"
"280","decreasing"
"281","low"
"282","low"
"283","low"
"284","low"
"285","low"
"286","low"
"287","low"
"288","low"
"289","low"
"290","low"
"291","low"
"292","low"
"293","low"
"294","increasing"
"295","increasing"
"296","increasing"
"297","increasing"
"298","increasing"
"299","increasing"
"300","increasing"
