"","tt.epoch"
"1","low"
"2","low"
"3","low"
"4","low"
"5","low"
"6","low"
"7","low"
"8","low"
"9","low"
"10","low"
"11","increasing"
"12","increasing"
"13","increasing"
"14","increasing"
"15","increasing"
"16","high"
"17","decreasing"
"18","decreasing"
"19","decreasing"
"20","decreasing"
"21","decreasing"
"22","decreasing"
"23","decreasing"
"24","decreasing"
"25","decreasing"
"26","decreasing"
"27","decreasing"
"28","decreasing"
"29","low"
"30","low"
"31","low"
"32","low"
"33","low"
"34","low"
"35","low"
"36","low"
"37","low"
"38","low"
"39","low"
"40","increasing"
"41","increasing"
"42","increasing"
"43","increasing"
"44","increasing"
"45","increasing"
"46","increasing"
"47","increasing"
"48","high"
"49","decreasing"
"50","decreasing"
"51","decreasing"
"52","decreasing"
"53","decreasing"
"54","decreasing"
"55","decreasing"
"56","decreasing"
"57","decreasing"
"58","decreasing"
"59","decreasing"
"60","decreasing"
"61","low"
"62","low"
"63","low"
"64","low"
"65","low"
"66","low"
"67","low"
"68","low"
"69","low"
"70","low"
"71","low"
"72","low"
"73","increasing"
"74","increasing"
"75","increasing"
"76","increasing"
"77","increasing"
"78","increasing"
"79","increasing"
"80","high"
"81","decreasing"
"82","decreasing"
"83","decreasing"
"84","decreasing"
"85","decreasing"
"86","decreasing"
"87","decreasing"
"88","decreasing"
"89","decreasing"
"90","decreasing"
"91","decreasing"
"92","decreasing"
"93","decreasing"
"94","decreasing"
"95","low"
"96","low"
"97","low"
"98","low"
"99","low"
"100","low"
"101","low"
"102","low"
"103","increasing"
"104","increasing"
"105","increasing"
"106","increasing"
"107","increasing"
"108","increasing"
"109","increasing"
"110","increasing"
"111","increasing"
"112","increasing"
"113","increasing"
"114","increasing"
"115","increasing"
"116","increasing"
"117","increasing"
"118","high"
"119","decreasing"
"120","decreasing"
"121","decreasing"
"122","decreasing"
"123","decreasing"
"124","decreasing"
"125","decreasing"
"126","decreasing"
"127","decreasing"
"128","decreasing"
"129","decreasing"
"130","decreasing"
"131","decreasing"
"132","decreasing"
"133","decreasing"
"134","low"
"135","low"
"136","low"
"137","low"
"138","low"
"139","low"
"140","low"
"141","low"
"142","low"
"143","low"
"144","low"
"145","low"
"146","increasing"
"147","increasing"
"148","increasing"
"149","increasing"
"150","increasing"
"151","increasing"
"152","increasing"
"153","increasing"
"154","increasing"
"155","high"
"156","decreasing"
"157","decreasing"
"158","decreasing"
"159","decreasing"
"160","decreasing"
"161","decreasing"
"162","low"
"163","low"
"164","low"
"165","low"
"166","low"
"167","low"
"168","increasing"
"169","increasing"
"170","increasing"
"171","increasing"
"172","increasing"
"173","increasing"
"174","increasing"
"175","increasing"
"176","increasing"
"177","increasing"
"178","increasing"
"179","increasing"
"180","increasing"
"181","high"
"182","decreasing"
"183","decreasing"
"184","decreasing"
"185","decreasing"
"186","decreasing"
"187","decreasing"
"188","decreasing"
"189","decreasing"
"190","decreasing"
"191","decreasing"
"192","decreasing"
"193","decreasing"
"194","decreasing"
"195","decreasing"
"196","decreasing"
"197","low"
"198","low"
"199","low"
"200","low"
"201","low"
"202","low"
"203","low"
"204","low"
"205","increasing"
"206","increasing"
"207","increasing"
"208","increasing"
"209","increasing"
"210","increasing"
"211","high"
"212","decreasing"
"213","decreasing"
"214","decreasing"
"215","decreasing"
"216","decreasing"
"217","decreasing"
"218","decreasing"
"219","decreasing"
"220","decreasing"
"221","decreasing"
"222","decreasing"
"223","decreasing"
"224","low"
"225","low"
"226","low"
"227","low"
"228","low"
"229","low"
"230","low"
"231","low"
"232","low"
"233","increasing"
"234","increasing"
"235","increasing"
"236","increasing"
"237","increasing"
"238","increasing"
"239","increasing"
"240","increasing"
"241","increasing"
"242","increasing"
"243","increasing"
"244","increasing"
"245","increasing"
"246","high"
"247","decreasing"
"248","decreasing"
"249","decreasing"
"250","decreasing"
"251","decreasing"
"252","decreasing"
"253","decreasing"
"254","decreasing"
"255","decreasing"
"256","decreasing"
"257","low"
"258","low"
"259","low"
"260","low"
"261","low"
"262","low"
"263","low"
"264","low"
"265","low"
"266","low"
"267","low"
"268","low"
"269","low"
"270","low"
"271","low"
"272","increasing"
"273","increasing"
"274","increasing"
"275","increasing"
"276","increasing"
"277","increasing"
"278","increasing"
"279","increasing"
"280","increasing"
"281","increasing"
"282","increasing"
"283","increasing"
"284","high"
"285","decreasing"
"286","decreasing"
"287","decreasing"
"288","decreasing"
"289","decreasing"
"290","decreasing"
"291","decreasing"
"292","decreasing"
"293","decreasing"
"294","decreasing"
"295","decreasing"
"296","decreasing"
"297","decreasing"
"298","low"
"299","low"
"300","low"
