"","trial","RT","value"
"1",1,1,90
"2",1,2,93
"3",1,3,95
"4",1,4,98
"5",1,5,101
"6",1,6,104
"7",1,7,107
"8",1,8,109
"9",1,9,112
"10",1,10,115
"11",1,11,118
"12",1,12,121
"13",1,13,124
"14",1,14,127
"15",1,15,130
"16",1,16,133
"17",1,17,136
"18",1,18,139
"19",1,19,142
"20",1,20,145
"21",1,21,148
"22",1,22,151
"23",1,23,154
"24",1,24,157
"25",1,25,160
"26",1,26,162
"27",1,27,165
"28",1,28,168
"29",1,29,170
"30",1,30,173
"31",1,31,175
"32",1,32,178
"33",1,33,180
"34",1,34,182
"35",1,35,184
"36",1,36,186
"37",1,37,188
"38",1,38,190
"39",1,39,192
"40",1,40,193
"41",1,41,195
"42",1,42,196
"43",1,43,197
"44",1,44,198
"45",1,45,199
"46",1,46,200
"47",1,47,200
"48",1,48,201
"49",1,49,201
"50",1,50,201
"51",1,51,201
"52",1,52,201
"53",1,53,200
"54",1,54,200
"55",1,55,199
"56",1,56,198
"57",1,57,197
"58",1,58,196
"59",1,59,195
"60",1,60,193
"61",1,61,192
"62",1,62,190
"63",1,63,188
"64",1,64,186
"65",1,65,184
"66",1,66,182
"67",1,67,179
"68",1,68,177
"69",1,69,174
"70",1,70,172
"71",1,71,169
"72",1,72,166
"73",1,73,163
"74",1,74,160
"75",1,75,157
"76",1,76,154
"77",1,77,150
"78",1,78,147
"79",1,79,144
"80",1,80,140
"81",1,81,137
"82",1,82,134
"83",1,83,130
"84",1,84,127
"85",1,85,123
"86",1,86,120
"87",1,87,116
"88",1,88,113
"89",1,89,109
"90",1,90,106
"91",1,91,102
"92",1,92,99
"93",1,93,96
"94",1,94,92
"95",1,95,89
"96",1,96,86
"97",1,97,83
"98",1,98,79
"99",1,99,76
"100",1,100,73
"101",1,101,70
"102",1,102,67
"103",1,103,64
"104",1,104,62
"105",1,105,59
"106",1,106,56
"107",1,107,54
"108",1,108,51
"109",1,109,49
"110",1,110,46
"111",1,111,44
"112",1,112,41
"113",1,113,39
"114",1,114,37
"115",1,115,35
"116",1,116,33
"117",1,117,31
"118",1,118,29
"119",1,119,27
"120",1,120,26
"121",1,121,24
"122",1,122,22
"123",1,123,21
"124",1,124,19
"125",1,125,18
"126",1,126,17
"127",1,127,15
"128",1,128,14
"129",1,129,13
"130",1,130,12
"131",1,131,11
"132",1,132,10
"133",1,133,9
"134",1,134,8
"135",1,135,7
"136",1,136,7
"137",1,137,6
"138",1,138,5
"139",1,139,5
"140",1,140,4
"141",1,141,4
"142",1,142,3
"143",1,143,3
"144",1,144,2
"145",1,145,2
"146",1,146,2
"147",1,147,2
"148",1,148,1
"149",1,149,1
"150",1,150,1
"151",1,151,1
"152",1,152,1
"153",1,153,1
"154",1,154,1
"155",1,155,1
"156",1,156,1
"157",1,157,1
"158",1,158,1
"159",1,159,2
"160",1,160,2
"161",1,161,2
"162",1,162,2
"163",1,163,2
"164",1,164,3
"165",1,165,3
"166",1,166,3
"167",1,167,4
"168",1,168,4
"169",1,169,4
"170",1,170,5
"171",1,171,5
"172",1,172,5
"173",1,173,6
"174",1,174,6
"175",1,175,6
"176",1,176,7
"177",1,177,7
"178",1,178,8
"179",1,179,8
"180",1,180,8
"181",1,181,9
"182",1,182,9
"183",1,183,9
"184",1,184,10
"185",1,185,10
"186",1,186,11
"187",1,187,11
"188",1,188,11
"189",1,189,12
"190",1,190,12
"191",1,191,12
"192",1,192,12
"193",1,193,13
"194",1,194,13
"195",1,195,13
"196",1,196,14
"197",1,197,14
"198",1,198,14
"199",1,199,14
"200",1,200,15
"201",1,201,15
"202",1,202,15
"203",1,203,15
"204",1,204,15
"205",1,205,16
"206",1,206,16
"207",1,207,16
"208",1,208,16
"209",1,209,16
"210",1,210,16
"211",1,211,17
"212",1,212,17
"213",1,213,17
"214",1,214,17
"215",1,215,17
"216",1,216,17
"217",1,217,17
"218",1,218,17
"219",1,219,18
"220",1,220,18
"221",1,221,18
"222",1,222,18
"223",1,223,18
"224",1,224,18
"225",1,225,18
"226",1,226,19
"227",1,227,19
"228",1,228,19
"229",1,229,19
"230",1,230,19
"231",1,231,19
"232",1,232,20
"233",1,233,20
"234",1,234,20
"235",1,235,20
"236",1,236,20
"237",1,237,20
"238",1,238,21
"239",1,239,21
"240",1,240,21
"241",1,241,21
"242",1,242,21
"243",1,243,21
"244",1,244,21
"245",1,245,22
"246",1,246,22
"247",1,247,22
"248",1,248,22
"249",1,249,22
"250",1,250,22
"251",1,251,22
"252",1,252,22
"253",1,253,22
"254",1,254,23
"255",1,255,23
"256",1,256,23
"257",1,257,23
"258",1,258,23
"259",1,259,23
"260",1,260,23
"261",1,261,23
"262",1,262,22
"263",1,263,22
"264",1,264,22
"265",1,265,22
"266",1,266,22
"267",1,267,22
"268",1,268,22
"269",1,269,22
"270",1,270,22
"271",1,271,21
"272",1,272,21
"273",1,273,21
"274",1,274,21
"275",1,275,21
"276",1,276,20
"277",1,277,20
"278",1,278,20
"279",1,279,20
"280",1,280,19
"281",1,281,19
"282",1,282,19
"283",1,283,19
"284",1,284,18
"285",1,285,18
"286",1,286,18
"287",1,287,18
"288",1,288,18
"289",1,289,17
"290",1,290,17
"291",1,291,17
"292",1,292,17
"293",1,293,17
"294",1,294,17
"295",1,295,17
"296",1,296,17
"297",1,297,16
"298",1,298,16
"299",1,299,16
"300",1,300,17
"301",1,301,17
"302",1,302,17
"303",1,303,17
"304",1,304,17
"305",1,305,17
"306",1,306,17
"307",1,307,18
"308",1,308,18
"309",1,309,18
"310",1,310,19
"311",1,311,19
"312",1,312,19
"313",1,313,20
"314",1,314,20
