"","trial","RT","value"
"1",1,1,149
"2",1,2,146
"3",1,3,142
"4",1,4,139
"5",1,5,136
"6",1,6,132
"7",1,7,129
"8",1,8,126
"9",1,9,122
"10",1,10,119
"11",1,11,115
"12",1,12,112
"13",1,13,109
"14",1,14,106
"15",1,15,102
"16",1,16,99
"17",1,17,96
"18",1,18,93
"19",1,19,90
"20",1,20,87
"21",1,21,84
"22",1,22,81
"23",1,23,78
"24",1,24,75
"25",1,25,72
"26",1,26,70
"27",1,27,67
"28",1,28,65
"29",1,29,62
"30",1,30,60
"31",1,31,58
"32",1,32,55
"33",1,33,53
"34",1,34,51
"35",1,35,49
"36",1,36,47
"37",1,37,45
"38",1,38,43
"39",1,39,41
"40",1,40,40
"41",1,41,38
"42",1,42,37
"43",1,43,35
"44",1,44,34
"45",1,45,32
"46",1,46,31
"47",1,47,30
"48",1,48,28
"49",1,49,27
"50",1,50,26
"51",1,51,25
"52",1,52,24
"53",1,53,23
"54",1,54,22
"55",1,55,21
"56",1,56,20
"57",1,57,20
"58",1,58,19
"59",1,59,18
"60",1,60,17
"61",1,61,17
"62",1,62,16
"63",1,63,16
"64",1,64,15
"65",1,65,15
"66",1,66,14
"67",1,67,14
"68",1,68,13
"69",1,69,13
"70",1,70,13
"71",1,71,12
"72",1,72,12
"73",1,73,12
"74",1,74,12
"75",1,75,12
"76",1,76,11
"77",1,77,11
"78",1,78,11
"79",1,79,11
"80",1,80,11
"81",1,81,11
"82",1,82,11
"83",1,83,11
"84",1,84,11
"85",1,85,11
"86",1,86,11
"87",1,87,11
"88",1,88,11
"89",1,89,11
"90",1,90,11
"91",1,91,11
"92",1,92,11
"93",1,93,11
"94",1,94,12
"95",1,95,12
"96",1,96,12
"97",1,97,12
"98",1,98,12
"99",1,99,12
"100",1,100,13
"101",1,101,13
"102",1,102,13
"103",1,103,13
"104",1,104,13
"105",1,105,14
"106",1,106,14
"107",1,107,14
"108",1,108,14
"109",1,109,14
"110",1,110,15
"111",1,111,15
"112",1,112,15
"113",1,113,15
"114",1,114,15
"115",1,115,15
"116",1,116,16
"117",1,117,16
"118",1,118,16
"119",1,119,16
"120",1,120,16
"121",1,121,16
"122",1,122,16
"123",1,123,16
"124",1,124,16
"125",1,125,16
"126",1,126,16
"127",1,127,16
"128",1,128,16
"129",1,129,16
"130",1,130,16
"131",1,131,16
"132",1,132,16
"133",1,133,16
"134",1,134,15
"135",1,135,15
"136",1,136,15
"137",1,137,15
"138",1,138,15
"139",1,139,15
"140",1,140,14
"141",1,141,14
"142",1,142,14
"143",1,143,14
"144",1,144,13
"145",1,145,13
"146",1,146,13
"147",1,147,13
"148",1,148,12
"149",1,149,12
"150",1,150,12
"151",1,151,12
"152",1,152,11
"153",1,153,11
"154",1,154,11
