"","trial","RT","value"
"1",1,1,78
"2",1,2,81
"3",1,3,84
"4",1,4,87
"5",1,5,90
"6",1,6,93
"7",1,7,96
"8",1,8,100
"9",1,9,103
"10",1,10,107
"11",1,11,110
"12",1,12,114
"13",1,13,117
"14",1,14,121
"15",1,15,125
"16",1,16,128
"17",1,17,132
"18",1,18,135
"19",1,19,139
"20",1,20,143
"21",1,21,146
"22",1,22,150
"23",1,23,153
"24",1,24,157
"25",1,25,160
"26",1,26,163
"27",1,27,166
"28",1,28,169
"29",1,29,172
"30",1,30,175
"31",1,31,178
"32",1,32,181
"33",1,33,183
"34",1,34,185
"35",1,35,188
"36",1,36,190
"37",1,37,192
"38",1,38,193
"39",1,39,195
"40",1,40,196
"41",1,41,198
"42",1,42,199
"43",1,43,199
"44",1,44,200
"45",1,45,201
"46",1,46,201
"47",1,47,201
"48",1,48,201
"49",1,49,201
"50",1,50,200
"51",1,51,200
"52",1,52,199
"53",1,53,198
"54",1,54,197
"55",1,55,196
"56",1,56,194
"57",1,57,193
"58",1,58,191
"59",1,59,189
"60",1,60,187
"61",1,61,185
"62",1,62,183
"63",1,63,181
"64",1,64,178
"65",1,65,176
"66",1,66,173
"67",1,67,171
"68",1,68,168
"69",1,69,165
"70",1,70,162
"71",1,71,159
"72",1,72,157
"73",1,73,154
"74",1,74,151
"75",1,75,148
"76",1,76,145
"77",1,77,142
"78",1,78,139
"79",1,79,136
"80",1,80,133
"81",1,81,130
"82",1,82,127
"83",1,83,124
"84",1,84,121
"85",1,85,119
"86",1,86,116
"87",1,87,113
"88",1,88,110
"89",1,89,108
"90",1,90,105
"91",1,91,103
"92",1,92,100
"93",1,93,98
"94",1,94,96
"95",1,95,94
"96",1,96,91
"97",1,97,89
"98",1,98,87
"99",1,99,85
"100",1,100,83
"101",1,101,81
"102",1,102,80
"103",1,103,78
"104",1,104,76
"105",1,105,75
"106",1,106,73
"107",1,107,71
"108",1,108,70
"109",1,109,68
"110",1,110,67
"111",1,111,66
"112",1,112,64
"113",1,113,63
"114",1,114,62
"115",1,115,61
"116",1,116,60
"117",1,117,58
"118",1,118,57
"119",1,119,56
"120",1,120,55
"121",1,121,54
"122",1,122,53
"123",1,123,52
"124",1,124,51
"125",1,125,50
"126",1,126,49
"127",1,127,49
"128",1,128,48
"129",1,129,47
"130",1,130,46
"131",1,131,45
"132",1,132,44
"133",1,133,43
"134",1,134,43
"135",1,135,42
"136",1,136,41
"137",1,137,40
"138",1,138,39
"139",1,139,38
"140",1,140,38
"141",1,141,37
"142",1,142,36
"143",1,143,35
"144",1,144,35
"145",1,145,34
"146",1,146,33
"147",1,147,32
"148",1,148,31
"149",1,149,31
"150",1,150,30
"151",1,151,29
"152",1,152,28
"153",1,153,28
"154",1,154,27
"155",1,155,26
"156",1,156,25
"157",1,157,25
"158",1,158,24
"159",1,159,23
"160",1,160,23
"161",1,161,22
"162",1,162,21
"163",1,163,21
"164",1,164,20
"165",1,165,19
"166",1,166,19
"167",1,167,18
"168",1,168,17
"169",1,169,17
"170",1,170,16
"171",1,171,16
"172",1,172,15
"173",1,173,15
"174",1,174,14
"175",1,175,14
"176",1,176,13
"177",1,177,13
"178",1,178,12
"179",1,179,12
"180",1,180,12
"181",1,181,11
"182",1,182,11
"183",1,183,11
"184",1,184,10
"185",1,185,10
"186",1,186,10
"187",1,187,10
"188",1,188,9
"189",1,189,9
"190",1,190,9
"191",1,191,9
